Name,Description,IP,FQDN,MAC,Non-Computing,STIGs,Labels,Metadata
Asset 558,Asset558 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label558
Label558","{""key:8"":""value:8""}"
Asset 559,Asset559 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label559
Label559","{""key:9"":""value:9""}"
Asset 560,Asset560 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label560
Label560","{""key:0"":""value:0""}"
Asset 561,Asset561 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label561
Label561","{""key:1"":""value:1""}"
Asset 562,Asset562 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label562
Label562","{""key:2"":""value:2""}"
Asset 563,Asset563 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label563
Label563","{""key:3"":""value:3""}"
Asset 564,Asset564 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label564
Label564","{""key:4"":""value:4""}"
Asset 565,Asset565 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label565
Label565","{""key:5"":""value:5""}"
Asset 566,Asset566 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label566
Label566","{""key:6"":""value:6""}"
Asset 567,Asset567 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label567
Label567","{""key:7"":""value:7""}"
Asset 568,Asset568 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label568
Label568","{""key:8"":""value:8""}"
Asset 569,Asset569 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label569
Label569","{""key:9"":""value:9""}"
Asset 570,Asset570 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label570
Label570","{""key:0"":""value:0""}"
Asset 571,Asset571 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label571
Label571","{""key:1"":""value:1""}"
Asset 572,Asset572 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label572
Label572","{""key:2"":""value:2""}"
Asset 573,Asset573 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label573
Label573","{""key:3"":""value:3""}"
Asset 574,Asset574 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label574
Label574","{""key:4"":""value:4""}"
Asset 575,Asset575 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label575
Label575","{""key:5"":""value:5""}"
Asset 576,Asset576 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label576
Label576","{""key:6"":""value:6""}"
Asset 577,Asset577 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label577
Label577","{""key:7"":""value:7""}"
Asset 578,Asset578 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label578
Label578","{""key:8"":""value:8""}"
Asset 579,Asset579 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label579
Label579","{""key:9"":""value:9""}"
Asset 580,Asset580 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label580
Label580","{""key:0"":""value:0""}"
Asset 581,Asset581 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label581
Label581","{""key:1"":""value:1""}"
Asset 582,Asset582 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label582
Label582","{""key:2"":""value:2""}"
Asset 583,Asset583 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label583
Label583","{""key:3"":""value:3""}"
Asset 584,Asset584 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label584
Label584","{""key:4"":""value:4""}"
Asset 585,Asset585 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label585
Label585","{""key:5"":""value:5""}"
Asset 586,Asset586 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label586
Label586","{""key:6"":""value:6""}"
Asset 587,Asset587 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label587
Label587","{""key:7"":""value:7""}"
Asset 588,Asset588 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label588
Label588","{""key:8"":""value:8""}"
Asset 589,Asset589 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label589
Label589","{""key:9"":""value:9""}"
Asset 590,Asset590 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label590
Label590","{""key:0"":""value:0""}"
Asset 591,Asset591 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label591
Label591","{""key:1"":""value:1""}"
Asset 592,Asset592 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label592
Label592","{""key:2"":""value:2""}"
Asset 593,Asset593 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label593
Label593","{""key:3"":""value:3""}"
Asset 594,Asset594 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label594
Label594","{""key:4"":""value:4""}"
Asset 595,Asset595 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label595
Label595","{""key:5"":""value:5""}"
Asset 596,Asset596 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label596
Label596","{""key:6"":""value:6""}"
Asset 597,Asset597 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label597
Label597","{""key:7"":""value:7""}"
Asset 598,Asset598 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label598
Label598","{""key:8"":""value:8""}"
Asset 599,Asset599 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label599
Label599","{""key:9"":""value:9""}"
Asset 600,Asset600 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label600
Label600","{""key:0"":""value:0""}"
Asset 601,Asset601 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label601
Label601","{""key:1"":""value:1""}"
Asset 602,Asset602 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label602
Label602","{""key:2"":""value:2""}"
Asset 603,Asset603 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label603
Label603","{""key:3"":""value:3""}"
Asset 604,Asset604 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label604
Label604","{""key:4"":""value:4""}"
Asset 605,Asset605 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label605
Label605","{""key:5"":""value:5""}"
Asset 606,Asset606 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label606
Label606","{""key:6"":""value:6""}"
Asset 607,Asset607 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label607
Label607","{""key:7"":""value:7""}"
Asset 608,Asset608 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label608
Label608","{""key:8"":""value:8""}"
Asset 609,Asset609 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label609
Label609","{""key:9"":""value:9""}"
Asset 610,Asset610 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label610
Label610","{""key:0"":""value:0""}"
Asset 611,Asset611 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label611
Label611","{""key:1"":""value:1""}"
Asset 612,Asset612 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label612
Label612","{""key:2"":""value:2""}"
Asset 613,Asset613 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label613
Label613","{""key:3"":""value:3""}"
Asset 614,Asset614 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label614
Label614","{""key:4"":""value:4""}"
Asset 615,Asset615 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label615
Label615","{""key:5"":""value:5""}"
Asset 616,Asset616 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label616
Label616","{""key:6"":""value:6""}"
Asset 617,Asset617 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label617
Label617","{""key:7"":""value:7""}"
Asset 618,Asset618 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label618
Label618","{""key:8"":""value:8""}"
Asset 619,Asset619 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label619
Label619","{""key:9"":""value:9""}"
Asset 620,Asset620 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label620
Label620","{""key:0"":""value:0""}"
Asset 621,Asset621 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label621
Label621","{""key:1"":""value:1""}"
Asset 622,Asset622 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label622
Label622","{""key:2"":""value:2""}"
Asset 623,Asset623 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label623
Label623","{""key:3"":""value:3""}"
Asset 624,Asset624 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label624
Label624","{""key:4"":""value:4""}"
Asset 625,Asset625 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label625
Label625","{""key:5"":""value:5""}"
Asset 626,Asset626 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label626
Label626","{""key:6"":""value:6""}"
Asset 627,Asset627 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label627
Label627","{""key:7"":""value:7""}"
Asset 628,Asset628 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label628
Label628","{""key:8"":""value:8""}"
Asset 629,Asset629 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label629
Label629","{""key:9"":""value:9""}"
Asset 630,Asset630 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label630
Label630","{""key:0"":""value:0""}"
Asset 631,Asset631 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label631
Label631","{""key:1"":""value:1""}"
Asset 632,Asset632 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label632
Label632","{""key:2"":""value:2""}"
Asset 633,Asset633 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label633
Label633","{""key:3"":""value:3""}"
Asset 634,Asset634 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label634
Label634","{""key:4"":""value:4""}"
Asset 635,Asset635 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label635
Label635","{""key:5"":""value:5""}"
Asset 636,Asset636 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label636
Label636","{""key:6"":""value:6""}"
Asset 637,Asset637 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label637
Label637","{""key:7"":""value:7""}"
Asset 638,Asset638 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label638
Label638","{""key:8"":""value:8""}"
Asset 639,Asset639 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label639
Label639","{""key:9"":""value:9""}"
Asset 640,Asset640 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label640
Label640","{""key:0"":""value:0""}"
Asset 641,Asset641 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label641
Label641","{""key:1"":""value:1""}"
Asset 642,Asset642 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label642
Label642","{""key:2"":""value:2""}"
Asset 643,Asset643 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label643
Label643","{""key:3"":""value:3""}"
Asset 644,Asset644 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label644
Label644","{""key:4"":""value:4""}"
Asset 645,Asset645 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label645
Label645","{""key:5"":""value:5""}"
Asset 646,Asset646 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label646
Label646","{""key:6"":""value:6""}"
Asset 647,Asset647 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label647
Label647","{""key:7"":""value:7""}"
Asset 648,Asset648 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label648
Label648","{""key:8"":""value:8""}"
Asset 649,Asset649 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label649
Label649","{""key:9"":""value:9""}"
Asset 650,Asset650 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label650
Label650","{""key:0"":""value:0""}"
Asset 651,Asset651 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label651
Label651","{""key:1"":""value:1""}"
Asset 652,Asset652 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label652
Label652","{""key:2"":""value:2""}"
Asset 653,Asset653 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label653
Label653","{""key:3"":""value:3""}"
Asset 654,Asset654 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label654
Label654","{""key:4"":""value:4""}"
Asset 655,Asset655 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label655
Label655","{""key:5"":""value:5""}"
Asset 656,Asset656 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label656
Label656","{""key:6"":""value:6""}"
Asset 657,Asset657 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label657
Label657","{""key:7"":""value:7""}"
Asset 658,Asset658 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label658
Label658","{""key:8"":""value:8""}"
Asset 659,Asset659 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label659
Label659","{""key:9"":""value:9""}"
Asset 660,Asset660 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label660
Label660","{""key:0"":""value:0""}"
Asset 661,Asset661 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label661
Label661","{""key:1"":""value:1""}"
Asset 662,Asset662 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label662
Label662","{""key:2"":""value:2""}"
Asset 663,Asset663 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label663
Label663","{""key:3"":""value:3""}"
Asset 664,Asset664 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label664
Label664","{""key:4"":""value:4""}"
Asset 665,Asset665 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label665
Label665","{""key:5"":""value:5""}"
Asset 666,Asset666 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label666
Label666","{""key:6"":""value:6""}"
Asset 667,Asset667 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label667
Label667","{""key:7"":""value:7""}"
Asset 668,Asset668 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label668
Label668","{""key:8"":""value:8""}"
Asset 669,Asset669 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label669
Label669","{""key:9"":""value:9""}"
Asset 670,Asset670 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label670
Label670","{""key:0"":""value:0""}"
Asset 671,Asset671 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label671
Label671","{""key:1"":""value:1""}"
Asset 672,Asset672 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label672
Label672","{""key:2"":""value:2""}"
Asset 673,Asset673 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label673
Label673","{""key:3"":""value:3""}"
Asset 674,Asset674 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label674
Label674","{""key:4"":""value:4""}"
Asset 675,Asset675 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label675
Label675","{""key:5"":""value:5""}"
Asset 676,Asset676 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label676
Label676","{""key:6"":""value:6""}"
Asset 677,Asset677 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label677
Label677","{""key:7"":""value:7""}"
Asset 678,Asset678 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label678
Label678","{""key:8"":""value:8""}"
Asset 679,Asset679 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label679
Label679","{""key:9"":""value:9""}"
Asset 680,Asset680 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label680
Label680","{""key:0"":""value:0""}"
Asset 681,Asset681 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label681
Label681","{""key:1"":""value:1""}"
Asset 682,Asset682 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label682
Label682","{""key:2"":""value:2""}"
Asset 683,Asset683 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label683
Label683","{""key:3"":""value:3""}"
Asset 684,Asset684 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label684
Label684","{""key:4"":""value:4""}"
Asset 685,Asset685 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label685
Label685","{""key:5"":""value:5""}"
Asset 686,Asset686 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label686
Label686","{""key:6"":""value:6""}"
Asset 687,Asset687 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label687
Label687","{""key:7"":""value:7""}"
Asset 688,Asset688 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label688
Label688","{""key:8"":""value:8""}"
Asset 689,Asset689 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label689
Label689","{""key:9"":""value:9""}"
Asset 690,Asset690 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label690
Label690","{""key:0"":""value:0""}"
Asset 691,Asset691 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label691
Label691","{""key:1"":""value:1""}"
Asset 692,Asset692 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label692
Label692","{""key:2"":""value:2""}"
Asset 693,Asset693 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label693
Label693","{""key:3"":""value:3""}"
Asset 694,Asset694 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label694
Label694","{""key:4"":""value:4""}"
Asset 695,Asset695 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label695
Label695","{""key:5"":""value:5""}"
Asset 696,Asset696 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label696
Label696","{""key:6"":""value:6""}"
Asset 697,Asset697 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label697
Label697","{""key:7"":""value:7""}"
Asset 698,Asset698 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label698
Label698","{""key:8"":""value:8""}"
Asset 699,Asset699 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label699
Label699","{""key:9"":""value:9""}"
Asset 700,Asset700 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label700
Label700","{""key:0"":""value:0""}"
Asset 701,Asset701 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label701
Label701","{""key:1"":""value:1""}"
Asset 702,Asset702 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label702
Label702","{""key:2"":""value:2""}"
Asset 703,Asset703 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label703
Label703","{""key:3"":""value:3""}"
Asset 704,Asset704 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label704
Label704","{""key:4"":""value:4""}"
Asset 705,Asset705 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label705
Label705","{""key:5"":""value:5""}"
Asset 706,Asset706 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label706
Label706","{""key:6"":""value:6""}"
Asset 707,Asset707 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label707
Label707","{""key:7"":""value:7""}"
